"DGP","replication","method","profile","variable1","variable2","correlation"
"S06",41,"M02","C","mean_width","terminal_midpoint",0.125698073702534
"S06",41,"M02","C","observed_loss","terminal_midpoint",-0.263197283342407
"S06",41,"M02","C","mean_midpoint","terminal_width",0.120603144462793
"S06",41,"M02","C","mean_width","terminal_width",0.335890852639933
"S06",41,"M02","C","observed_loss","terminal_width",0.00806764570715794
"S06",41,"M02","C","terminal_midpoint","terminal_width",0.307263438406554
"S06",41,"M02","D","mean_midpoint","mean_width",0.856755855441942
"S06",41,"M02","D","mean_midpoint","observed_loss",-0.895805841888049
"S06",41,"M02","D","mean_width","observed_loss",-0.749914057921728
"S06",41,"M02","D","mean_midpoint","terminal_midpoint",0.372559892106729
"S06",41,"M02","D","mean_width","terminal_midpoint",0.181932915532479
"S06",41,"M02","D","observed_loss","terminal_midpoint",-0.282374293379094
"S06",41,"M02","D","mean_midpoint","terminal_width",0.170820415932685
"S06",41,"M02","D","mean_width","terminal_width",0.351852400407142
"S06",41,"M02","D","observed_loss","terminal_width",-0.0417277582994724
"S06",41,"M02","D","terminal_midpoint","terminal_width",0.337542914584953
"S06",194,"M01","A","log_q_1","mean_midpoint",-0.755233190465473
"S06",194,"M01","A","log_q_1","mean_width",-0.691948771983135
"S06",194,"M01","A","mean_midpoint","mean_width",0.902307355277978
"S06",194,"M01","A","log_q_1","observed_loss",-0.477054128590374
"S06",194,"M01","A","mean_midpoint","observed_loss",0.466163627558219
"S06",194,"M01","A","mean_width","observed_loss",0.566147583807548
"S06",194,"M01","A","log_q_1","terminal_midpoint",-0.224114638781845
"S06",194,"M01","A","mean_midpoint","terminal_midpoint",0.31374175370423
"S06",194,"M01","A","mean_width","terminal_midpoint",0.273606479806332
"S06",194,"M01","A","observed_loss","terminal_midpoint",0.16432114395852
"S06",194,"M01","A","log_q_1","terminal_width",-0.0990596313699035
"S06",194,"M01","A","mean_midpoint","terminal_width",0.181110763699089
"S06",194,"M01","A","mean_width","terminal_width",0.228375234847446
"S06",194,"M01","A","observed_loss","terminal_width",0.118002755792929
"S06",194,"M01","A","terminal_midpoint","terminal_width",0.315364158248896
"S06",194,"M01","B","log_q_1","mean_midpoint",-0.766248932786019
"S06",194,"M01","B","log_q_1","mean_width",-0.703189501679234
"S06",194,"M01","B","mean_midpoint","mean_width",0.905849715051548
"S06",194,"M01","B","log_q_1","observed_loss",-0.441663508670226
"S06",194,"M01","B","mean_midpoint","observed_loss",0.460275356236202
"S06",194,"M01","B","mean_width","observed_loss",0.554261280974702
"S06",194,"M01","B","log_q_1","terminal_midpoint",-0.208052918091596
"S06",194,"M01","B","mean_midpoint","terminal_midpoint",0.303617829381488
"S06",194,"M01","B","mean_width","terminal_midpoint",0.254870213323672
"S06",194,"M01","B","observed_loss","terminal_midpoint",0.158194071924911
"S06",194,"M01","B","log_q_1","terminal_width",-0.119599338804095
"S06",194,"M01","B","mean_midpoint","terminal_width",0.194550323677725
"S06",194,"M01","B","mean_width","terminal_width",0.252639787011735
"S06",194,"M01","B","observed_loss","terminal_width",0.127948893223175
"S06",194,"M01","B","terminal_midpoint","terminal_width",0.295755158079933
"S06",194,"M01","C","log_q_1","mean_midpoint",-0.700871771810279
"S06",194,"M01","C","log_q_1","mean_width",-0.637547082496857
"S06",194,"M01","C","mean_midpoint","mean_width",0.8984687492561
"S06",194,"M01","C","log_q_1","observed_loss",-0.435624242710919
"S06",194,"M01","C","mean_midpoint","observed_loss",0.461482361556561
"S06",194,"M01","C","mean_width","observed_loss",0.564540517840208
"S06",194,"M01","C","log_q_1","terminal_midpoint",-0.220964233094041
"S06",194,"M01","C","mean_midpoint","terminal_midpoint",0.338553265335363
"S06",194,"M01","C","mean_width","terminal_midpoint",0.298657176372119
"S06",194,"M01","C","observed_loss","terminal_midpoint",0.181036233600909
"S06",194,"M01","C","log_q_1","terminal_width",-0.173533204803683
"S06",194,"M01","C","mean_midpoint","terminal_width",0.260495737980486
"S06",194,"M01","C","mean_width","terminal_width",0.303428250883547
"S06",194,"M01","C","observed_loss","terminal_width",0.176599603088686
"S06",194,"M01","C","terminal_midpoint","terminal_width",0.386424123690836
"S06",194,"M01","D","log_q_1","mean_midpoint",-0.745257605270837
"S06",194,"M01","D","log_q_1","mean_width",-0.68840416556341
"S06",194,"M01","D","mean_midpoint","mean_width",0.911151661446473
"S06",194,"M01","D","log_q_1","observed_loss",-0.471586168327911
"S06",194,"M01","D","mean_midpoint","observed_loss",0.465747764842653
"S06",194,"M01","D","mean_width","observed_loss",0.562469878706261
"S06",194,"M01","D","log_q_1","terminal_midpoint",-0.239152222125564
"S06",194,"M01","D","mean_midpoint","terminal_midpoint",0.345648360230087
"S06",194,"M01","D","mean_width","terminal_midpoint",0.312097907167745
"S06",194,"M01","D","observed_loss","terminal_midpoint",0.19222403392461
"S06",194,"M01","D","log_q_1","terminal_width",-0.192020309894352
"S06",194,"M01","D","mean_midpoint","terminal_width",0.285069530010292
"S06",194,"M01","D","mean_width","terminal_width",0.322067781055152
"S06",194,"M01","D","observed_loss","terminal_width",0.167038701534758
"S06",194,"M01","D","terminal_midpoint","terminal_width",0.414553400997497
"S05",39,"M03","A","mean_midpoint","mean_width",0.722009315476845
"S05",39,"M03","A","mean_midpoint","observed_loss",-0.0214239887692057
"S05",39,"M03","A","mean_width","observed_loss",-0.0671524645516899
"S05",39,"M03","B","mean_midpoint","mean_width",0.745189096931116
"S05",39,"M03","B","mean_midpoint","observed_loss",-0.0381618347531874
"S05",39,"M03","B","mean_width","observed_loss",-0.0603409886863918
"S05",39,"M03","C","mean_midpoint","mean_width",0.718504663361511
"S05",39,"M03","C","mean_midpoint","observed_loss",-0.0528145830335339
"S05",39,"M03","C","mean_width","observed_loss",-0.0310639399344094
"S05",39,"M03","D","mean_midpoint","mean_width",0.748271143000693
"S05",39,"M03","D","mean_midpoint","observed_loss",-0.0332816232342606
"S05",39,"M03","D","mean_width","observed_loss",-0.0564065481097827
"S05",104,"M03","A","mean_midpoint","mean_width",0.137290458263192
"S05",104,"M03","A","mean_midpoint","observed_loss",0.0678251463932746
"S05",104,"M03","A","mean_width","observed_loss",0.117259646845238
"S05",104,"M03","B","mean_midpoint","mean_width",0.186120725179556
"S05",104,"M03","B","mean_midpoint","observed_loss",0.0965052278114735
"S05",104,"M03","B","mean_width","observed_loss",0.203944500753695
"S05",104,"M03","C","mean_midpoint","mean_width",0.177214841269086
"S05",104,"M03","C","mean_midpoint","observed_loss",0.161970245588176
"S05",104,"M03","C","mean_width","observed_loss",0.214564977027684
"S05",104,"M03","D","mean_midpoint","mean_width",0.125348960103876
"S05",104,"M03","D","mean_midpoint","observed_loss",0.0442157529989572
"S05",104,"M03","D","mean_width","observed_loss",0.155497570196444
"S05",183,"M01","A","log_q_1","mean_midpoint",0.108374425026739
"S05",183,"M01","A","log_q_1","mean_width",0.0282007023044267
"S05",183,"M01","A","mean_midpoint","mean_width",0.797137072407206
"S05",183,"M01","A","log_q_1","observed_loss",-0.45385505103841
"S05",183,"M01","A","mean_midpoint","observed_loss",-0.250731219427519
"S05",183,"M01","A","mean_width","observed_loss",-0.0776327441426912
"S05",183,"M01","A","log_q_1","terminal_midpoint",0.289222197608876
"S05",183,"M01","A","mean_midpoint","terminal_midpoint",0.498746723187197
"S05",183,"M01","A","mean_width","terminal_midpoint",0.456225658798276
"S05",183,"M01","A","observed_loss","terminal_midpoint",-0.364869627720049
"S05",183,"M01","A","log_q_1","terminal_width",0.274075246192075
"S05",183,"M01","A","mean_midpoint","terminal_width",0.481786154635998
"S05",183,"M01","A","mean_width","terminal_width",0.48514923576923
"S05",183,"M01","A","observed_loss","terminal_width",-0.295658531065147
"S05",183,"M01","A","terminal_midpoint","terminal_width",0.772507176567815
"S05",183,"M01","B","log_q_1","mean_midpoint",0.118301249133269
"S05",183,"M01","B","log_q_1","mean_width",0.0445710416839697
"S05",183,"M01","B","mean_midpoint","mean_width",0.788871324933338
"S05",183,"M01","B","log_q_1","observed_loss",-0.432113499280518
"S05",183,"M01","B","mean_midpoint","observed_loss",-0.27103384522185
"S05",183,"M01","B","mean_width","observed_loss",-0.112347631987655
"S05",183,"M01","B","log_q_1","terminal_midpoint",0.289843107395685
"S05",183,"M01","B","mean_midpoint","terminal_midpoint",0.504761718814702
"S05",183,"M01","B","mean_width","terminal_midpoint",0.463048765523556
"S05",183,"M01","B","observed_loss","terminal_midpoint",-0.369456233078882
"S05",183,"M01","B","log_q_1","terminal_width",0.269838187168311
"S05",183,"M01","B","mean_midpoint","terminal_width",0.470566790016409
"S05",183,"M01","B","mean_width","terminal_width",0.492549607171509
"S05",183,"M01","B","observed_loss","terminal_width",-0.304718436635122
"S05",183,"M01","B","terminal_midpoint","terminal_width",0.758681141915036
"S05",183,"M01","C","log_q_1","mean_midpoint",0.112536666775422
"S05",183,"M01","C","log_q_1","mean_width",0.0396959209007232
"S05",183,"M01","C","mean_midpoint","mean_width",0.799518763485271
"S05",183,"M01","C","log_q_1","observed_loss",-0.439008040971012
"S05",183,"M01","C","mean_midpoint","observed_loss",-0.25315061222375
"S05",183,"M01","C","mean_width","observed_loss",-0.095224114976718
"S05",183,"M01","C","log_q_1","terminal_midpoint",0.308536720786827
"S05",183,"M01","C","mean_midpoint","terminal_midpoint",0.512950526886307
"S05",183,"M01","C","mean_width","terminal_midpoint",0.449191589236874
"S05",183,"M01","C","observed_loss","terminal_midpoint",-0.384549678503172
"S05",183,"M01","C","log_q_1","terminal_width",0.281795164823387
"S05",183,"M01","C","mean_midpoint","terminal_width",0.480526016498131
"S05",183,"M01","C","mean_width","terminal_width",0.4791222621192
"S05",183,"M01","C","observed_loss","terminal_width",-0.314343625953028
"S05",183,"M01","C","terminal_midpoint","terminal_width",0.774436136240414
"S05",183,"M01","D","log_q_1","mean_midpoint",0.102567834368759
"S05",183,"M01","D","log_q_1","mean_width",0.0250092376259987
"S05",183,"M01","D","mean_midpoint","mean_width",0.7983304386312
"S05",183,"M01","D","log_q_1","observed_loss",-0.443580159092113
"S05",183,"M01","D","mean_midpoint","observed_loss",-0.251494144030017
"S05",183,"M01","D","mean_width","observed_loss",-0.0907681279372119
"S05",183,"M01","D","log_q_1","terminal_midpoint",0.307596113385451
"S05",183,"M01","D","mean_midpoint","terminal_midpoint",0.499841803743769
"S05",183,"M01","D","mean_width","terminal_midpoint",0.45582072191431
"S05",183,"M01","D","observed_loss","terminal_midpoint",-0.387396257372077
"S05",183,"M01","D","log_q_1","terminal_width",0.285105049706669
"S05",183,"M01","D","mean_midpoint","terminal_width",0.474541518966307
"S05",183,"M01","D","mean_width","terminal_width",0.483824516627383
"S05",183,"M01","D","observed_loss","terminal_width",-0.323762763574596
"S05",183,"M01","D","terminal_midpoint","terminal_width",0.774949138754033
"S06",68,"M01","A","log_q_1","mean_midpoint",-0.650252843618882
"S06",68,"M01","A","log_q_1","mean_width",-0.55660234474749
"S06",68,"M01","A","mean_midpoint","mean_width",0.864963653007603
"S06",68,"M01","A","log_q_1","observed_loss",-0.776779159571357
"S06",68,"M01","A","mean_midpoint","observed_loss",0.52693115673266
"S06",68,"M01","A","mean_width","observed_loss",0.550611637988337
"S06",68,"M01","A","log_q_1","terminal_midpoint",-0.0616339324053643
"S06",68,"M01","A","mean_midpoint","terminal_midpoint",0.164674106142009
"S06",68,"M01","A","mean_width","terminal_midpoint",0.0846199092607129
"S06",68,"M01","A","observed_loss","terminal_midpoint",0.0343658398466663
"S06",68,"M01","A","log_q_1","terminal_width",-0.0678238674418847
"S06",68,"M01","A","mean_midpoint","terminal_width",0.120739159149831
"S06",68,"M01","A","mean_width","terminal_width",0.204924418577588
"S06",68,"M01","A","observed_loss","terminal_width",0.122573986990969
"S06",68,"M01","A","terminal_midpoint","terminal_width",0.258687108700767
"S06",68,"M01","B","log_q_1","mean_midpoint",-0.679745571925294
"S06",68,"M01","B","log_q_1","mean_width",-0.591602641773335
"S06",68,"M01","B","mean_midpoint","mean_width",0.873730339152816
"S06",68,"M01","B","log_q_1","observed_loss",-0.779749105060895
"S06",68,"M01","B","mean_midpoint","observed_loss",0.551975202702484
"S06",68,"M01","B","mean_width","observed_loss",0.575056905190915
"S06",68,"M01","B","log_q_1","terminal_midpoint",-0.0667982704793834
"S06",68,"M01","B","mean_midpoint","terminal_midpoint",0.167133043012284
"S06",68,"M01","B","mean_width","terminal_midpoint",0.0856519014841625
"S06",68,"M01","B","observed_loss","terminal_midpoint",0.0277661421998156
"S06",68,"M01","B","log_q_1","terminal_width",-0.110378319671866
"S06",68,"M01","B","mean_midpoint","terminal_width",0.149521952760962
"S06",68,"M01","B","mean_width","terminal_width",0.201939892330699
"S06",68,"M01","B","observed_loss","terminal_width",0.107815805704401
"S06",68,"M01","B","terminal_midpoint","terminal_width",0.227699336088428
"S06",68,"M01","C","log_q_1","mean_midpoint",-0.641288111370236
"S06",68,"M01","C","log_q_1","mean_width",-0.533586136917519
"S06",68,"M01","C","mean_midpoint","mean_width",0.858731129903155
"S06",68,"M01","C","log_q_1","observed_loss",-0.791074684562654
"S06",68,"M01","C","mean_midpoint","observed_loss",0.53129894670927
"S06",68,"M01","C","mean_width","observed_loss",0.547138454221865
"S06",68,"M01","C","log_q_1","terminal_midpoint",-0.0867091932144486
"S06",68,"M01","C","mean_midpoint","terminal_midpoint",0.169687031770893
"S06",68,"M01","C","mean_width","terminal_midpoint",0.0834088561076812
"S06",68,"M01","C","observed_loss","terminal_midpoint",0.0411582021137814
"S06",68,"M01","C","log_q_1","terminal_width",-0.0741643323798494
"S06",68,"M01","C","mean_midpoint","terminal_width",0.119949919245005
"S06",68,"M01","C","mean_width","terminal_width",0.197163537089936
"S06",68,"M01","C","observed_loss","terminal_width",0.113297077055078
"S06",68,"M01","C","terminal_midpoint","terminal_width",0.211043020518962
"S06",68,"M01","D","log_q_1","mean_midpoint",-0.642998458842734
"S06",68,"M01","D","log_q_1","mean_width",-0.55971070126392
"S06",68,"M01","D","mean_midpoint","mean_width",0.875747286610519
"S06",68,"M01","D","log_q_1","observed_loss",-0.765505195174047
"S06",68,"M01","D","mean_midpoint","observed_loss",0.502870710228165
"S06",68,"M01","D","mean_width","observed_loss",0.546334311020394
"S06",68,"M01","D","log_q_1","terminal_midpoint",-0.0529668257864689
"S06",68,"M01","D","mean_midpoint","terminal_midpoint",0.167261542711247
"S06",68,"M01","D","mean_width","terminal_midpoint",0.101380752894545
"S06",68,"M01","D","observed_loss","terminal_midpoint",0.0222377272915679
"S06",68,"M01","D","log_q_1","terminal_width",-0.0798891669122386
"S06",68,"M01","D","mean_midpoint","terminal_width",0.0891697731989752
"S06",68,"M01","D","mean_width","terminal_width",0.151032969997189
"S06",68,"M01","D","observed_loss","terminal_width",0.108044151440643
"S06",68,"M01","D","terminal_midpoint","terminal_width",0.250687282253286
"S06",196,"M02","A","mean_midpoint","mean_width",0.633707899921178
"S06",196,"M02","A","mean_midpoint","observed_loss",-0.863494379003106
"S06",196,"M02","A","mean_width","observed_loss",-0.487848741797059
"S06",196,"M02","A","mean_midpoint","terminal_midpoint",0.451433495614229
"S06",196,"M02","A","mean_width","terminal_midpoint",0.219885372681368
"S06",196,"M02","A","observed_loss","terminal_midpoint",-0.316516304321556
"S06",196,"M02","A","mean_midpoint","terminal_width",0.202442789199352
"S06",196,"M02","A","mean_width","terminal_width",0.405561833591061
"S06",196,"M02","A","observed_loss","terminal_width",-0.0270298295887763
"S06",196,"M02","A","terminal_midpoint","terminal_width",0.487620393006627
"S06",196,"M02","B","mean_midpoint","mean_width",0.58555715525472
"S06",196,"M02","B","mean_midpoint","observed_loss",-0.863487979763872
"S06",196,"M02","B","mean_width","observed_loss",-0.422418576489015
"S06",196,"M02","B","mean_midpoint","terminal_midpoint",0.473953318205643
"S06",196,"M02","B","mean_width","terminal_midpoint",0.248014179475665
"S06",196,"M02","B","observed_loss","terminal_midpoint",-0.34631531379389
"S06",196,"M02","B","mean_midpoint","terminal_width",0.252973539099864
"S06",196,"M02","B","mean_width","terminal_width",0.517021142128551
"S06",196,"M02","B","observed_loss","terminal_width",-0.0777149206648054
"S06",196,"M02","B","terminal_midpoint","terminal_width",0.491161076830087
"S06",196,"M02","C","mean_midpoint","mean_width",0.599470335075755
"S06",196,"M02","C","mean_midpoint","observed_loss",-0.874057921824326
"S06",196,"M02","C","mean_width","observed_loss",-0.451496487283219
"S06",196,"M02","C","mean_midpoint","terminal_midpoint",0.492234725558909
"S06",196,"M02","C","mean_width","terminal_midpoint",0.232296918998575
"S06",196,"M02","C","observed_loss","terminal_midpoint",-0.35938357373327
"S06",196,"M02","C","mean_midpoint","terminal_width",0.252854355840403
"S06",196,"M02","C","mean_width","terminal_width",0.503773330230923
"S06",196,"M02","C","observed_loss","terminal_width",-0.0817625913856872
"S06",196,"M02","C","terminal_midpoint","terminal_width",0.503906440089933
"S06",196,"M02","D","mean_midpoint","mean_width",0.644215668551145
"S06",196,"M02","D","mean_midpoint","observed_loss",-0.865531774625133
"S06",196,"M02","D","mean_width","observed_loss",-0.522437604442323
"S06",196,"M02","D","mean_midpoint","terminal_midpoint",0.475201175276156
"S06",196,"M02","D","mean_width","terminal_midpoint",0.231114543092864
"S06",196,"M02","D","observed_loss","terminal_midpoint",-0.33627701493303
"S06",196,"M02","D","mean_midpoint","terminal_width",0.270470957490935
"S06",196,"M02","D","mean_width","terminal_width",0.474795727370665
"S06",196,"M02","D","observed_loss","terminal_width",-0.122574934535849
"S06",196,"M02","D","terminal_midpoint","terminal_width",0.457253086896574
"S05",41,"M02","A","mean_midpoint","mean_width",0.458241987299609
"S05",41,"M02","A","mean_midpoint","observed_loss",-0.806340340959317
"S05",41,"M02","A","mean_width","observed_loss",-0.277602381616779
"S05",41,"M02","A","mean_midpoint","terminal_midpoint",0.420639979300406
"S05",41,"M02","A","mean_width","terminal_midpoint",0.169206181101937
"S05",41,"M02","A","observed_loss","terminal_midpoint",-0.370452339404084
"S05",41,"M02","A","mean_midpoint","terminal_width",0.167427107279719
"S05",41,"M02","A","mean_width","terminal_width",0.427299375227106
"S05",41,"M02","A","observed_loss","terminal_width",0.00208015379004855
"S05",41,"M02","A","terminal_midpoint","terminal_width",0.431002446752441
"S05",41,"M02","B","mean_midpoint","mean_width",0.448917318494267
"S05",41,"M02","B","mean_midpoint","observed_loss",-0.830487636899529
"S05",41,"M02","B","mean_width","observed_loss",-0.309582631293285
"S05",41,"M02","B","mean_midpoint","terminal_midpoint",0.436901639834263
"S05",41,"M02","B","mean_width","terminal_midpoint",0.135147732537422
"S05",41,"M02","B","observed_loss","terminal_midpoint",-0.379157800495589
"S05",41,"M02","B","mean_midpoint","terminal_width",0.157319580986296
"S05",41,"M02","B","mean_width","terminal_width",0.394547547380846
"S05",41,"M02","B","observed_loss","terminal_width",-0.00300040868678688
"S05",41,"M02","B","terminal_midpoint","terminal_width",0.427910239386248
"S05",41,"M02","C","mean_midpoint","mean_width",0.446421031484514
"S05",41,"M02","C","mean_midpoint","observed_loss",-0.82465073475621
"S05",41,"M02","C","mean_width","observed_loss",-0.332706852427883
"S05",41,"M02","C","mean_midpoint","terminal_midpoint",0.429522716689045
"S05",41,"M02","C","mean_width","terminal_midpoint",0.18919714378911
"S05",41,"M02","C","observed_loss","terminal_midpoint",-0.391838900030605
"S05",41,"M02","C","mean_midpoint","terminal_width",0.217920127370097
"S05",41,"M02","C","mean_width","terminal_width",0.473400609524889
"S05",41,"M02","C","observed_loss","terminal_width",-0.0645941336140901
"S05",41,"M02","C","terminal_midpoint","terminal_width",0.443642431818112
"S05",41,"M02","D","mean_midpoint","mean_width",0.437795133572639
"S05",41,"M02","D","mean_midpoint","observed_loss",-0.811098181006665
"S05",41,"M02","D","mean_width","observed_loss",-0.297382310922643
"S05",41,"M02","D","mean_midpoint","terminal_midpoint",0.449125198580504
"S05",41,"M02","D","mean_width","terminal_midpoint",0.16766221935114
"S05",41,"M02","D","observed_loss","terminal_midpoint",-0.388048968248354
"S05",41,"M02","D","mean_midpoint","terminal_width",0.19967406355339
"S05",41,"M02","D","mean_width","terminal_width",0.421951933148166
"S05",41,"M02","D","observed_loss","terminal_width",-0.0315303871161058
"S05",41,"M02","D","terminal_midpoint","terminal_width",0.438067130841271
"S05",41,"M03","A","mean_midpoint","mean_width",0.71085955376519
"S05",41,"M03","A","mean_midpoint","observed_loss",0.28640780113285
"S05",41,"M03","A","mean_width","observed_loss",0.236495087593626
"S05",41,"M03","B","mean_midpoint","mean_width",0.704787089679212
"S05",41,"M03","B","mean_midpoint","observed_loss",0.268015944079253
"S05",41,"M03","B","mean_width","observed_loss",0.23107612638629
"S05",41,"M03","C","mean_midpoint","mean_width",0.69984700440573
"S05",41,"M03","C","mean_midpoint","observed_loss",0.372608510316084
"S05",41,"M03","C","mean_width","observed_loss",0.313205066577771
"S05",41,"M03","D","mean_midpoint","mean_width",0.731832439954019
"S05",41,"M03","D","mean_midpoint","observed_loss",0.207332591998268
"S05",41,"M03","D","mean_width","observed_loss",0.194347863144263
"S05",113,"M09","A","log_q_1","mean_midpoint",0.183379295436662
"S05",113,"M09","A","log_q_1","mean_width",0.148278167575059
"S05",113,"M09","A","mean_midpoint","mean_width",0.941201643788885
"S05",113,"M09","A","log_q_1","observed_loss",-0.522193723954545
"S05",113,"M09","A","mean_midpoint","observed_loss",-0.387873181733896
"S05",113,"M09","A","mean_width","observed_loss",-0.297576597413241
"S05",113,"M09","A","log_q_1","terminal_midpoint",-0.0670563373922307
"S05",113,"M09","A","mean_midpoint","terminal_midpoint",0.54839856257895
"S05",113,"M09","A","mean_width","terminal_midpoint",0.540198577397652
"S05",113,"M09","A","observed_loss","terminal_midpoint",-0.041340504516324
"S05",113,"M09","A","log_q_1","terminal_width",0.0153648069781304
"S05",113,"M09","A","mean_midpoint","terminal_width",0.549485655636663
"S05",113,"M09","A","mean_width","terminal_width",0.568250625897798
"S05",113,"M09","A","observed_loss","terminal_width",-0.125485888373795
"S05",113,"M09","A","terminal_midpoint","terminal_width",0.836644601359533
"S05",113,"M09","B","log_q_1","mean_midpoint",0.196573502403794
"S05",113,"M09","B","log_q_1","mean_width",0.184228772334889
"S05",113,"M09","B","mean_midpoint","mean_width",0.94278939304374
"S05",113,"M09","B","log_q_1","observed_loss",-0.521743789958855
"S05",113,"M09","B","mean_midpoint","observed_loss",-0.395363622129966
"S05",113,"M09","B","mean_width","observed_loss",-0.311308477838135
"S05",113,"M09","B","log_q_1","terminal_midpoint",-0.0609384226263352
"S05",113,"M09","B","mean_midpoint","terminal_midpoint",0.532897537688568
"S05",113,"M09","B","mean_width","terminal_midpoint",0.526582225522061
"S05",113,"M09","B","observed_loss","terminal_midpoint",-0.0357281342980423
"S05",113,"M09","B","log_q_1","terminal_width",0.0450263709883838
"S05",113,"M09","B","mean_midpoint","terminal_width",0.527181985786004
"S05",113,"M09","B","mean_width","terminal_width",0.547790722550377
"S05",113,"M09","B","observed_loss","terminal_width",-0.125304225480088
"S05",113,"M09","B","terminal_midpoint","terminal_width",0.820365395554641
"S05",113,"M09","C","log_q_1","mean_midpoint",0.158548198616916
"S05",113,"M09","C","log_q_1","mean_width",0.138463789774602
"S05",113,"M09","C","mean_midpoint","mean_width",0.943192452290373
"S05",113,"M09","C","log_q_1","observed_loss",-0.517120420111682
"S05",113,"M09","C","mean_midpoint","observed_loss",-0.385834545683807
"S05",113,"M09","C","mean_width","observed_loss",-0.29633768775841
"S05",113,"M09","C","log_q_1","terminal_midpoint",-0.090294779477568
"S05",113,"M09","C","mean_midpoint","terminal_midpoint",0.533952066171053
"S05",113,"M09","C","mean_width","terminal_midpoint",0.521673217495522
"S05",113,"M09","C","observed_loss","terminal_midpoint",-0.0276900281720768
"S05",113,"M09","C","log_q_1","terminal_width",0.0165030645480529
"S05",113,"M09","C","mean_midpoint","terminal_width",0.553034559284276
"S05",113,"M09","C","mean_width","terminal_width",0.562651937211332
"S05",113,"M09","C","observed_loss","terminal_width",-0.1259304872637
"S05",113,"M09","C","terminal_midpoint","terminal_width",0.828770485035295
"S05",113,"M09","D","log_q_1","mean_midpoint",0.183970144972836
"S05",113,"M09","D","log_q_1","mean_width",0.152145900825732
"S05",113,"M09","D","mean_midpoint","mean_width",0.943373041918234
"S05",113,"M09","D","log_q_1","observed_loss",-0.544092580555716
"S05",113,"M09","D","mean_midpoint","observed_loss",-0.384528203582335
"S05",113,"M09","D","mean_width","observed_loss",-0.297294404549041
"S05",113,"M09","D","log_q_1","terminal_midpoint",-0.0800391115409984
"S05",113,"M09","D","mean_midpoint","terminal_midpoint",0.531360645112959
"S05",113,"M09","D","mean_width","terminal_midpoint",0.527606208421051
"S05",113,"M09","D","observed_loss","terminal_midpoint",-0.00845671430460658
"S05",113,"M09","D","log_q_1","terminal_width",0.00801622049017853
"S05",113,"M09","D","mean_midpoint","terminal_width",0.529973444576205
"S05",113,"M09","D","mean_width","terminal_width",0.553649501262971
"S05",113,"M09","D","observed_loss","terminal_width",-0.0937010143565323
"S05",113,"M09","D","terminal_midpoint","terminal_width",0.827499232212651
"S05",186,"M03","A","mean_midpoint","mean_width",0.850106558481565
"S05",186,"M03","A","mean_midpoint","observed_loss",0.0780744985942729
"S05",186,"M03","A","mean_width","observed_loss",0.0572162680676041
"S05",186,"M03","B","mean_midpoint","mean_width",0.854510311055517
"S05",186,"M03","B","mean_midpoint","observed_loss",0.0128176222573825
"S05",186,"M03","B","mean_width","observed_loss",-0.0360777069773857
"S05",186,"M03","C","mean_midpoint","mean_width",0.849100967674663
"S05",186,"M03","C","mean_midpoint","observed_loss",0.117052529587656
"S05",186,"M03","C","mean_width","observed_loss",0.0767880565377573
"S05",186,"M03","D","mean_midpoint","mean_width",0.879708574321408
"S05",186,"M03","D","mean_midpoint","observed_loss",0.0606205352204391
"S05",186,"M03","D","mean_width","observed_loss",0.00523744393026474
"S06",76,"M06","A","mean_midpoint","mean_width",0.912234424684517
"S06",76,"M06","A","mean_midpoint","observed_loss",-0.102235866725167
"S06",76,"M06","A","mean_width","observed_loss",-0.0125546339726129
"S06",76,"M06","A","mean_midpoint","terminal_midpoint",0.695276426204182
"S06",76,"M06","A","mean_width","terminal_midpoint",0.591471951378349
"S06",76,"M06","A","observed_loss","terminal_midpoint",0.174179474446466
"S06",76,"M06","A","mean_midpoint","terminal_width",0.545955472420123
"S06",76,"M06","A","mean_width","terminal_width",0.638797240281835
"S06",76,"M06","A","observed_loss","terminal_width",0.311969282823631
"S06",76,"M06","A","terminal_midpoint","terminal_width",0.510101696075019
"S06",76,"M06","B","mean_midpoint","mean_width",0.92830254857713
"S06",76,"M06","B","mean_midpoint","observed_loss",0.00268157777989254
"S06",76,"M06","B","mean_width","observed_loss",0.0896486337419543
"S06",76,"M06","B","mean_midpoint","terminal_midpoint",0.703399494108002
"S06",76,"M06","B","mean_width","terminal_midpoint",0.627205184865495
"S06",76,"M06","B","observed_loss","terminal_midpoint",0.246278210722978
"S06",76,"M06","B","mean_midpoint","terminal_width",0.63224063484611
"S06",76,"M06","B","mean_width","terminal_width",0.691441411554016
"S06",76,"M06","B","observed_loss","terminal_width",0.32935436184878
"S06",76,"M06","B","terminal_midpoint","terminal_width",0.575676164879476
"S06",76,"M06","C","mean_midpoint","mean_width",0.924980402204826
"S06",76,"M06","C","mean_midpoint","observed_loss",0.0622857176132531
"S06",76,"M06","C","mean_width","observed_loss",0.150258952720543
"S06",76,"M06","C","mean_midpoint","terminal_midpoint",0.712026924381689
"S06",76,"M06","C","mean_width","terminal_midpoint",0.618461555280616
"S06",76,"M06","C","observed_loss","terminal_midpoint",0.236684504626575
"S06",76,"M06","C","mean_midpoint","terminal_width",0.630266758592775
"S06",76,"M06","C","mean_width","terminal_width",0.703457964351625
"S06",76,"M06","C","observed_loss","terminal_width",0.377114705739447
